,spectral_centroid,spectral_bandwidth,rolloff,mfcc1,mfcc2,mfcc3,mfcc5,mfcc6,mfcc8,mfcc12,mfcc14,mfcc21,mfcc30,mfcc32,mfcc34,mfcc36,label
27,2054.374385,2254.695326,4537.075806,-185.7207947,117.2925491,-5.195735455,-19.37630653,10.55703354,9.12989521,1.604460597,8.234793663,-0.897908151,-1.881854773,-0.882469058,0.967068017,1.68360734,not_TB
28,1956.219585,1874.866297,3531.445313,-202.1298523,81.03450775,-57.60246277,-29.78615952,-12.45351124,-11.21117687,1.788004875,-2.097646713,3.606807232,-4.329806805,5.024445057,-2.173443079,0.99334234,not_TB
29,3233.052293,2889.719966,6784.254964,-419.2050781,66.34024811,-4.05352211,-12.32353973,-1.048404455,-24.39359093,1.973421216,-14.370368,-12.09454346,2.406857014,-0.387890697,-2.31058073,-4.406196117,not_TB
30,2454.187267,1973.008894,4241.293335,-234.90448,79.55067444,-53.64713669,10.99892712,5.229691029,13.11908531,3.16972518,11.31572151,0.511362016,2.048519611,0.006163526,0.402298957,-0.877756238,not_TB
31,2446.901246,2840.787283,5940.721639,-496.1286926,81.61753082,17.58350945,-8.162028313,13.40291309,0.882455468,1.959716082,3.752501011,-0.353219628,-5.469229221,6.777988911,-0.037710764,-7.74422884,not_TB
32,2194.446152,2214.090026,4194.139608,-228.1712646,76.31012726,7.804168701,-6.938716412,-8.786756516,-8.04855442,-3.940830946,-6.247620583,-2.977933884,0.124539696,-0.953218937,0.979584098,1.449744344,not_TB
33,2136.841087,2373.170802,4689.004517,-250.9415131,97.70386505,-0.071325235,-3.816889763,5.16159296,-0.086048268,10.31726933,8.851666451,-2.102512836,6.627698898,-0.675526202,1.834600925,0.466531157,not_TB
34,2358.208517,2759.825235,5648.228963,-356.162262,95.73053741,15.42177677,7.789378643,2.05471158,7.327680588,0.578187823,0.930666506,-1.332067728,-0.347781003,-1.387265563,0.399250388,-0.93282634,not_TB
35,1524.040531,989.8332164,2479.907227,-156.6860504,156.3040314,-89.40658569,13.55233002,-32.60574722,-6.939074516,-13.05232525,-6.640302658,-11.03953743,-4.193003178,-2.422781229,2.741761446,-2.73333621,not_TB
36,4758.135833,2732.200131,7728.525798,-171.5759583,3.534905434,6.641980171,-5.926914692,1.558844686,8.836057663,-0.612845898,-7.177852154,-4.791194439,-0.741323948,-0.979652047,1.253022909,-1.20251739,not_TB
37,2612.256186,2760.51917,5789.640299,-354.5122986,64.30206299,3.013714314,0.075824879,4.487957954,5.855417252,0.877454281,-0.679430366,-0.472226888,2.927963257,-0.010345194,0.36721015,0.368416965,not_TB
38,1232.49859,1179.593918,2502.18811,-387.5211182,93.14995575,-1.404616714,16.68875504,-13.41231251,4.117827415,1.386620998,-1.610420704,0.92399025,0.03374071,0.009036029,-0.055772707,-1.046807885,not_TB
39,3281.025756,2693.061051,6281.913249,-325.8786926,48.86345673,-25.69501495,-16.94680405,-12.03721523,-19.87655067,-2.784968615,-5.241445065,-4.76844883,-2.088615656,-1.90910089,-1.556325316,-0.314216018,not_TB
40,1389.674637,1237.041005,2947.00826,-340.3615723,149.0190125,-51.05485916,24.89003181,-18.58034706,6.326106548,-3.694062948,-8.894458771,3.156445026,1.072221041,0.93457979,0.108951218,-1.24824667,not_TB
41,2142.750787,1969.371745,4559.406535,-114.3811874,109.4351273,-42.72577667,-32.86989212,27.51580048,11.50167084,-8.067891121,-11.05760098,3.596486807,3.746429205,3.759076834,1.639230371,0.129876882,not_TB
42,3328.721079,2605.825378,6177.487183,-350.8288269,43.19164658,-18.35630608,-14.48153877,-6.630214214,0.512254357,-1.035142303,-5.570047379,-3.289248943,2.734381676,-1.03868413,-2.442579985,0.500910103,not_TB
43,3692.741736,3065.321997,7651.464844,-515.5197144,7.931118488,-7.65088129,-1.774749041,-3.747826576,-7.538886547,1.530359745,0.097681329,0.578573704,2.057574272,1.415810704,0.493176013,0.986813247,not_TB
44,2654.259085,2633.737563,5627.094523,-515.0594482,74.74021912,0.495091885,18.15175056,11.28610802,-6.702816486,1.455690503,5.354941845,-5.320182323,0.57168889,2.769619465,-0.897906899,-1.789248586,not_TB
45,2468.037657,2333.799793,4950.094604,-286.6290283,75.9391098,-23.31753159,-27.61882591,-11.22818375,-9.168497086,-10.70116711,-5.949688911,-1.248555541,-0.29980728,-2.999171734,-0.703170538,-3.27771306,not_TB
46,2293.475325,2375.801055,4855.438232,-207.1575165,94.86842346,-18.58927727,-8.7519207,-1.699963331,-12.62507439,2.21583581,0.424628228,-7.078571796,-1.209182978,-3.478044033,-0.80161202,-1.259356618,not_TB
47,2563.196838,2679.712956,5491.016642,-289.0490723,70.30587006,-4.60723114,27.45362091,14.51577282,14.42473888,3.695421457,0.915892839,-1.373608947,0.611335218,-0.517231226,-1.783789635,-0.582090497,not_TB
48,2720.176377,2465.556088,5318.900553,-315.4739075,74.88441467,-32.14883041,-11.39525032,-7.054567814,0.738827169,-10.06707859,-7.069020748,-4.19507885,-2.328918457,-2.697678089,-1.406759381,3.481302261,not_TB
49,1389.610402,1455.153793,2822.743734,-489.4329834,76.97901917,-12.54996586,10.51049995,-2.8928895,4.107201576,3.447635174,1.167774796,4.730962753,2.147839785,-2.278880596,0.338454783,-0.924999475,not_TB
50,2396.873163,1850.764752,4350.006104,-369.537384,70.14351654,-48.43893433,-5.667545319,6.251541615,-1.520153046,-2.33833909,-5.789984703,1.181238055,4.100111961,3.459141493,3.227295399,2.42490077,not_TB
51,1896.584377,1807.455245,3812.523397,-192.5391998,49.99107361,-5.383420467,-0.882336736,7.914915085,7.568223953,6.350680351,2.370096922,-4.729477406,1.303264618,0.436048776,0.162357301,1.48216188,not_TB
52,2546.365388,2722.760741,5742.985026,-162.7445374,67.27061462,-8.856553078,23.65721321,3.8569417,24.73280144,-6.254649639,5.000110626,-1.793548584,-8.766904831,-6.281304359,-7.907280922,-1.754222155,not_TB
53,1689.943148,1302.26929,3204.110718,-289.2325439,152.8586578,-84.1761322,-36.92160797,-6.602900982,-23.38989258,7.904473305,7.336905956,1.96677804,-3.254010439,-2.229112148,-3.264343739,-1.694522858,not_TB
54,5268.005149,2804.769703,8231.216431,-323.0289307,7.43810606,30.04555893,-14.65365124,16.30102348,16.11907578,2.034223557,6.256581783,-1.469701886,1.852009416,0.511854053,-0.364435464,0.240959138,not_TB
55,1920.316681,2045.22956,3931.404622,-380.8705139,112.468605,-19.43079948,-0.923165381,1.677948833,-1.321048856,-4.763397217,-2.569296837,0.406179011,0.909009039,-0.837605715,0.190932557,0.206030667,not_TB
56,1337.378712,2054.728419,2823.192342,-438.9078674,134.86586,12.16794872,4.366745472,18.71654129,4.357101917,1.874265075,-2.539191723,-6.758738041,3.220968723,1.34578526,0.774761677,-0.179696783,not_TB
57,2708.071999,2574.091281,5812.718709,-340.7649231,66.57048798,-9.232458115,-18.43651009,2.795256138,-14.6507082,-8.48720932,-11.75252724,-0.935085297,1.328180909,-1.703993917,-0.103386775,0.848077536,not_TB
58,2058.952604,2213.08765,4099.782308,-76.38678741,107.7012329,-20.69819832,-9.606513023,-7.737349987,-8.079319954,1.961329699,4.14515686,-2.184674978,1.767427206,2.667975903,2.123923063,2.213423491,not_TB
59,2781.874568,2304.328344,5648.926799,-462.8644409,82.44615936,-38.42941284,-15.53451157,5.321291447,4.04835844,14.21217632,0.541134298,2.575814962,-2.290997028,0.607430279,0.63408637,0.594699204,not_TB
60,1612.895795,1411.838677,2907.580566,-376.8760071,111.0173721,-31.90401268,-0.816813052,-4.456445217,-3.759592772,-7.439711571,-0.203083739,-3.106705189,-0.615695536,-2.276272297,-1.608060718,-0.594154358,not_TB
61,2171.1715,2021.022685,4153.715007,-110.8650284,100.7846756,-45.94962692,-24.01032257,2.348845959,1.187043309,1.831213832,-6.741582394,-4.538440228,-0.268042892,0.646140575,-3.336028099,-1.57277739,not_TB
62,3326.55331,2360.503837,5806.188965,-252.3434753,51.85655212,-34.4942627,-17.79559708,-3.980341911,-1.72403729,-1.746821523,3.488702059,-0.751881659,1.945212483,-0.469130188,1.208251238,-1.020161629,not_TB
63,2334.83486,2422.755362,4712.182617,-198.5722656,98.35516357,-22.5760498,-3.101899385,-8.38271904,-2.348506451,-1.593211174,0.273122817,-5.691585541,-1.817754388,-0.281396031,-1.038223982,1.460246205,not_TB
64,2449.933602,2419.22036,4960.312907,-304.949585,79.19062042,-30.30089951,11.48338223,8.871163368,6.115303993,2.379321337,5.931216717,-0.476086438,2.69884181,1.487055421,-1.187262416,-1.396170855,not_TB
65,4622.81712,3265.835673,8701.806641,-309.2772827,50.47202301,23.25248146,-27.88604546,7.065902233,-40.84667969,-11.61613846,-25.08289909,-44.5687294,4.322498798,1.797203183,-15.27607536,-7.502736568,not_TB
66,2720.946381,3004.710296,6610.693359,-417.7718506,80.78855896,10.30056953,-2.870544672,3.281696796,5.537049294,2.356718779,-0.321695834,-4.525930405,-1.244736195,1.446226597,0.324944526,2.747587919,not_TB
67,2892.087076,2467.408141,5072.664388,-519.1584473,60.78128433,-13.72288609,0.051049832,-2.534910202,-1.49458015,-0.909972489,-1.719629526,3.360687017,3.432874918,1.927567601,1.253289342,1.54075253,not_TB
68,3429.061935,2788.634413,6886.288452,-282.2979126,48.5816803,-15.52236557,4.199979782,-7.577726364,-12.03764725,-6.066336632,1.017302513,-5.520486832,0.407791734,2.145279884,0.227271304,-0.805098951,not_TB
69,2710.811637,2664.28755,5778.474935,-346.8572998,75.76561737,-7.648193359,11.3654747,1.842425585,-4.264208317,5.053118229,0.987186015,-2.767023802,-0.022144318,1.614948034,-1.523255706,-1.141959786,not_TB
70,2604.02147,2404.247428,5276.23291,-368.764801,68.98126984,-3.008704901,-22.75530052,-6.267437935,-2.985133171,-3.051646709,-3.809846163,-2.766688585,1.579576612,-3.468718052,-1.72301507,0.302078426,not_TB
71,2091.414284,1901.238089,4090.710449,-333.0496216,77.42475128,-29.19189262,-40.09062576,-14.11332035,-3.514721632,-15.34866905,-16.67996025,-2.237178326,0.596306145,-2.54275012,-0.935377777,2.642971516,not_TB
72,2534.729489,2744.683779,5691.843669,-369.5169373,88.61798859,5.340973854,1.300597429,3.945220947,-4.567378521,-7.26291132,-8.427964211,-6.485851288,-1.036760092,-3.223338366,-1.812960982,0.28282848,not_TB
73,2744.190304,2320.338361,5163.33313,-183.9152069,58.54668808,-38.57053375,-24.98923111,-18.94027138,-18.41794205,-3.469249964,-5.729098797,-2.909047842,1.636354089,0.974429667,0.307348102,-0.52779305,not_TB
74,1854.845655,2354.684236,4243.885295,-468.1212769,97.57888794,26.81696892,-0.929527581,10.96448326,1.175113082,0.427685887,5.755687714,2.444093466,6.738978863,-10.90629864,-4.912596703,2.145277977,not_TB
75,2420.90436,1998.083848,4474.968465,-177.3961182,77.23569489,-63.81254959,-31.18607903,5.636470318,-4.239264488,-4.122484207,6.545998096,-6.206339359,7.490735054,-4.305301666,1.748196125,3.98422575,not_TB
76,2752.002994,2596.182279,5654.908244,-191.0632935,71.33434296,-24.32737732,-11.3977232,-3.646569252,-12.99452591,-4.257190704,-2.116787672,-1.464253545,-0.340614438,-0.680145979,-1.634463787,-0.902468741,not_TB
77,2171.736242,1726.23263,4083.981323,-246.5078888,113.1378021,-46.95314407,-36.68562317,6.769947052,-26.43030548,-5.994250298,-7.140301704,-7.397933006,-1.098561764,-5.792216778,1.88558495,-4.591114044,not_TB
78,2788.991053,2353.361394,5333.60494,-167.233429,59.13025284,-46.82190323,-41.70165253,-28.67772484,-21.26395607,-6.495607853,-2.564221382,-5.766208172,0.166452765,-2.943371058,-0.294129729,3.296235561,not_TB
79,1177.035764,1083.093391,2302.557373,-228.3326874,143.1544037,-33.90333557,11.45439816,-17.60911751,-21.69308281,-12.73168468,-0.605456233,-3.118623972,-1.189392924,-2.001768351,-1.882097363,-1.742272377,not_TB
80,2996.473857,2686.654498,6132.22758,-341.8329468,72.79235077,-13.49164009,-12.21191311,-0.330000997,2.735263348,1.407965183,2.407044649,0.405329674,0.784504831,1.221788645,0.986714065,0.261996001,not_TB
81,3088.643371,3098.962637,7191.392008,-286.7086487,78.45446014,28.38913727,-9.564833641,7.985934258,-8.109892845,-1.244000793,-3.003057957,-4.124252796,5.019833088,-0.149780557,1.105236769,0.851608574,not_TB
82,1422.994515,987.5257092,2667.076619,-230.4271851,175.0752716,-84.29141235,5.494448185,-31.49656868,-1.503863692,-3.269381762,-9.87228775,3.000714302,4.965233326,-0.104818717,2.87138772,-0.990615547,not_TB
83,2222.752909,1599.120147,4181.877645,-242.8900452,132.543457,-78.34437561,-26.21814919,11.3794899,-15.00037956,-1.663711309,11.55487728,2.883384705,-3.778927803,-4.82943058,-0.920454919,1.733585477,not_TB
84,1587.340765,1106.079439,2676.450483,-167.9494629,123.3416443,-81.64656067,-4.585771561,-7.269656181,-17.06769562,-0.50413096,5.937473774,7.254545689,5.198708534,1.272182345,-0.477920651,2.598427057,not_TB
85,1118.356838,1344.59598,1393.078613,-316.8756409,95.60387421,-6.333886623,-21.89689445,-8.405533791,-10.9567461,4.400094509,-5.674115658,-1.0417974,-5.177590847,-5.567257404,-0.099458627,6.219966412,not_TB
86,1891.080903,2203.368381,4007.468669,-301.3066711,73.59662628,15.6254406,13.25099277,20.32357597,8.556276321,8.372962952,7.979556561,2.183263063,-3.045880318,-0.289724588,-1.818460822,-2.296165705,not_TB
87,3039.896816,2367.403309,5634.770711,-191.739151,54.79939651,-25.77121353,-19.19969749,-0.437742025,-10.51279449,3.56195116,1.340952396,0.167003989,1.300293803,1.962468624,-0.679246247,-1.565869689,not_TB
88,2639.163733,2519.612309,5278.426107,-205.5940094,76.69176483,-20.4011097,-15.71786404,-5.259642601,-5.97068119,-3.735240221,-1.162203193,-3.689461708,-1.113181949,-2.156393051,-0.964991093,-0.24631542,not_TB
89,2865.352304,2119.292608,5144.192505,-158.5086517,54.3877182,-50.93478012,-50.78964233,5.919457912,-14.26296616,-14.03522968,-4.635052204,-3.20108676,0.441236287,-1.128321171,-1.572268963,-3.230335712,not_TB
90,2404.062382,2386.043121,4887.040202,-357.166748,85.33985901,-22.70464325,-9.095215797,-23.31887245,-6.795179367,-7.203114986,-4.397874832,-11.14486504,0.526833415,-4.183605671,-2.234830856,-0.808529317,not_TB
91,4189.762859,2911.880825,7672.499593,-205.7429504,24.32331467,-8.408670425,-5.233531952,-3.734630823,-17.87573433,-10.16850567,1.64779222,-4.645157814,-1.298811197,-2.695708275,-1.996753216,-0.841600537,not_TB
92,2714.327936,2528.846288,5424.871826,-343.6828918,52.5186615,-10.95108414,-6.044702053,-7.14802599,-16.97260857,-5.982785702,-2.06837368,-4.654327869,0.741198063,1.302397132,-0.917358696,0.817655623,not_TB
93,2808.776158,2683.346616,6097.535197,-145.3330383,74.38465881,-5.495629787,-17.69344711,5.605081081,8.294615746,1.654803634,2.304041147,-5.923507214,4.218296051,2.60071969,1.387841344,1.927623034,not_TB
94,3269.135857,2580.863149,6024.212646,-468.5094299,58.76940536,-20.31756973,-9.26530838,-5.853873253,-19.6429081,-14.77350712,-9.806032181,0.091076784,-3.475651026,-1.074131846,-0.922424853,-0.760672092,not_TB
95,1003.034355,899.7953068,1912.916056,-501.8443298,27.74189949,-16.54103088,-0.091014735,3.620733738,-2.454809904,-3.722017288,-0.320941359,0.236430138,1.186859369,-0.292187572,-0.149374709,0.452738047,not_TB
96,2479.956423,2467.195567,5102.073161,-458.9251709,87.15474701,-22.21044159,-10.60956001,-2.652196884,-8.002633095,-4.255954742,-4.619886875,-9.234710693,-0.155569538,-3.594285727,-3.836940527,-2.594485044,not_TB
97,1938.46422,1896.51818,3569.178263,-229.5395203,70.43151093,16.73866844,2.346363306,-5.376918316,-2.133473873,1.255472302,2.496644497,-3.966875792,-0.846236348,-2.437225342,3.00027442,3.023396254,not_TB
98,2018.265692,1844.422331,3535.233561,-452.3752441,98.29286957,-57.74489975,-17.39182281,-6.049109459,1.869183898,2.164215326,-1.063143849,-0.408249825,0.845301449,2.247689724,2.495001316,1.873715162,not_TB
99,2799.906747,2471.799879,5652.415975,-194.4549408,61.79164124,-21.80485916,-6.951360226,-5.29627943,4.028507233,1.418831825,-6.235134125,-5.592847347,-1.199603081,2.424650669,-0.681009293,-0.608852446,not_TB
100,2663.97029,2719.182579,6163.032023,-235.5423126,71.12290192,-17.37452888,13.67354012,7.593542576,15.0679369,7.507563114,12.74297905,-2.460079432,0.072915822,-1.184699535,-1.365910411,0.010063666,not_TB
101,1670.791637,1485.258552,3421.785482,-300.7464294,143.997467,-54.19458771,-24.53577995,1.540209174,-2.371278048,3.935165882,6.496425152,1.080282807,4.016809464,2.391833305,-0.43093887,-2.39263463,not_TB
102,2993.809023,2716.64333,6185.761515,-391.1061096,72.32305908,-3.932929754,1.67086482,7.614603043,3.04889679,10.79531384,0.295508504,-3.349112511,-4.123606205,-2.384835243,-0.987082541,-2.923620224,not_TB
103,3720.674273,2743.896147,7034.079997,-83.30631256,23.63532448,-15.86534023,-19.38097954,-3.292194843,2.1349051,3.674519777,6.402376652,-2.335950613,0.596720397,1.546199918,-0.713865221,0.527360678,not_TB
104,3528.531247,2725.062288,6565.533447,-389.8151855,41.66372681,-11.19033909,-2.146040201,-10.52585506,-8.839982986,-7.339435577,-1.020956874,-4.991005898,1.684622169,0.835446119,0.234581694,-2.403342009,not_TB
105,1621.745449,1644.477621,3245.980835,-324.4319153,143.4240417,-43.73737335,-27.87226295,22.48753929,10.84664822,-3.156933784,-9.317411423,-3.689191818,-4.605251312,-2.784084082,-2.07379365,-0.537582099,not_TB
106,1462.128024,1095.044436,2604.570516,-296.9913635,131.7912903,-40.27724457,17.17082787,-34.4683876,-3.58985281,-10.26459408,-4.493418217,-4.948082924,-3.057921171,-2.442897558,-1.523061633,-3.440872192,not_TB
107,2465.361149,1861.960902,4559.45638,-319.8685608,69.48321533,-42.77507401,-0.706758976,1.433532476,-8.5026474,-1.085518956,-5.107500553,0.049421575,0.677523434,-0.283332884,0.237350598,-2.020725012,not_TB
108,4223.866337,3322.024386,8234.506226,-667.7905884,35.64033508,24.96146202,6.5685606,11.78700733,6.755645752,-0.251326263,0.541990936,0.205036804,0.936382711,1.332469225,2.113991976,1.813657165,not_TB
109,1472.469688,961.3997203,2488.430786,-170.3851929,169.7750702,-81.61058807,18.28614044,-39.19202042,-6.845843315,-11.70399761,-0.805994928,-4.048601151,-3.314275026,-1.111236215,-2.833032131,-0.898089528,not_TB
110,2885.344916,2777.170836,6010.754395,-457.5387878,64.38558197,4.163181305,-1.753934264,-16.24369621,-10.48133373,-3.320851326,-1.709449768,-2.542714119,-1.021332502,-1.211666107,1.559850574,1.707590699,not_TB
111,3392.423439,2746.62589,6716.864014,-440.4313965,40.70452499,-13.68616295,-14.04818249,-16.63265991,-5.955758572,-8.863631248,-6.796020031,-1.920820475,-2.711499929,0.264702618,-1.127981305,-1.315037727,not_TB
112,2230.03041,1985.673597,4126.848348,-488.672821,71.49859619,-18.11198235,-7.34898901,-6.670548439,-22.09283066,-13.19956017,-9.202516556,-6.92610693,-4.784570217,-3.597785711,-1.877552032,1.483757615,not_TB
113,3581.156848,2295.044722,6001.981608,-242.7523193,39.99631882,-31.63909149,-55.74912262,10.28771305,-9.395674706,-12.56873035,-7.34390831,-1.444547892,3.215719461,0.431659907,3.277343512,2.008800268,not_TB
114,2545.9874,2109.804603,4943.365479,-310.5452881,37.61372757,-37.61746216,-19.81822395,-0.37770018,1.13798821,1.894093513,4.278766632,-0.601358652,1.743648767,0.882717013,2.127233028,-1.300678253,not_TB
115,3012.171518,2554.024721,5984.735107,-119.358696,37.37176132,-44.33416367,0.605883896,-8.132566452,-17.07493401,-7.487137318,-3.298082113,-12.23406124,-2.633113384,2.708212852,-0.779686391,1.709315181,not_TB
116,2157.774466,2278.326607,4453.584798,-35.12701797,103.3395157,-16.6973362,-5.879827976,4.915966988,14.76269722,8.402462006,7.005867481,-1.083605289,-4.249731064,-0.303828567,0.045211263,2.159717321,not_TB
117,2381.694756,1932.797099,4554.471842,-164.1359253,99.52474213,-53.64528656,-48.06799316,6.244718552,11.60802746,-8.128336906,-12.52689934,2.026490211,1.863035083,4.150537968,0.149607867,-1.303203464,not_TB
118,4161.903996,3000.493516,7851.394653,-447.8998718,20.94686317,-3.571039915,-8.205285072,-6.271460533,-6.002081871,0.564753473,-2.559787989,-4.323477745,0.644582629,0.562372148,-0.390051454,0.056014873,not_TB
119,3861.718252,3103.707957,7662.281291,-534.1514282,41.00546646,12.52641201,-2.871739626,10.32243156,-1.289649963,-0.05720672,-2.72898984,-0.240970045,1.426655412,1.826454878,0.52131319,-1.990596056,not_TB
120,2272.129086,2275.989552,4712.381999,-75.4747467,85.72052002,-17.670681,-22.04816818,2.471525908,-1.442155957,-8.101830482,-5.070062637,-9.654088974,6.183422089,-1.235587835,5.009148598,2.118391752,not_TB
121,1911.426745,1785.820995,3811.277262,-148.5521851,117.7877426,-45.55584335,-22.21426964,27.53978348,-1.374844074,-7.29817915,-4.550096035,-0.206333026,4.631667137,2.929388046,4.860284805,0.613247633,not_TB
122,3709.741742,2761.619845,6919.934082,-304.7237854,31.27198601,-27.30279732,-9.352087021,-13.82612324,-5.641338825,-6.975965023,-4.191653728,-6.93983984,-2.171827316,-1.07772994,-2.556800365,-0.89519012,not_TB
