,spectral_centroid,spectral_bandwidth,rolloff,mfcc1,mfcc2,mfcc3,mfcc5,mfcc6,mfcc8,mfcc12,mfcc14,mfcc21,mfcc30,mfcc32,mfcc34,mfcc36,label
0,1612.895795,1411.838677,2907.580566,-376.87600710000004,111.01737209999999,-31.90401268,-0.816813052,-4.456445217,-3.759592772,-7.439711571,-0.20308373899999999,-3.106705189,-0.615695536,-2.276272297,-1.6080607180000002,-0.5941543579999999,not_covid
1,2892.0870760000003,2467.408141,5072.664388,-519.1584473,60.78128433,-13.72288609,0.051049832,-2.534910202,-1.49458015,-0.909972489,-1.7196295259999999,3.360687017,3.432874918,1.927567601,1.253289342,1.54075253,not_covid
2,3429.061935,2788.6344129999998,6886.288452,-282.2979126,48.581680299999995,-15.52236557,4.199979782,-7.577726364,-12.03764725,-6.0663366320000005,1.017302513,-5.5204868320000005,0.40779173399999996,2.1452798840000002,0.22727130399999998,-0.805098951,not_covid
3,2710.8116370000002,2664.28755,5778.474935,-346.8572998,75.76561737,-7.6481933589999995,11.365474699999998,1.842425585,-4.264208317,5.053118229,0.987186015,-2.7670238019999998,-0.022144318,1.614948034,-1.523255706,-1.141959786,not_covid
4,1555.648634,1418.599932,2870.7370920000003,-340.5880127,104.1567001,-32.22844315,-3.0296642780000003,0.512090266,-17.78181458,-8.247168541,-5.701087475,-3.4010818,-1.533388257,-0.151529491,-0.106066331,-0.8612028359999999,covid
5,2583.166934,2139.571025,4960.213215999999,-341.66900630000004,48.31515121,-20.56740761,-16.14284706,26.60390663,-15.43526649,-13.20374107,-12.16137028,-14.83526802,-2.128056049,-3.126147747,2.321200848,0.107692063,covid
6,2072.981248,2381.5606239999997,4941.870117,-352.8711243,106.12508390000002,-5.2346282010000005,-13.15810776,17.44229698,-10.11855316,-6.883115768,-7.681481361,-10.81261635,-1.92277658,-2.1180930140000003,-0.296240032,-1.381867647,covid
7,1846.500366,1846.403105,3766.5659590000005,-436.9234619,57.27851868,-3.100973845,-7.6851511,0.912914991,-7.915723801,-6.689751625,-6.064612389,-4.72783041,-1.6370583769999998,-1.89598,-2.680509329,-1.83609724,covid
8,3048.247566,1789.1776300000001,4997.507931,-367.3935547,27.25025749,-84.51605988,-19.60972404,18.51053238,7.9195280079999995,-17.15857315,-12.56119633,-0.98566854,-2.989070892,-1.382788062,-1.220166206,0.339396715,covid
9,1555.648634,1418.599932,2870.7370920000003,-340.5880127,104.1567001,-32.22844315,-3.0296642780000003,0.512090266,-17.78181458,-8.247168541,-5.701087475,-3.4010818,-1.533388257,-0.151529491,-0.106066331,-0.8612028359999999,covid
10,1803.12302,1610.208629,3418.9941409999997,-356.82055660000003,101.5689392,-28.54382324,-14.51576519,6.351990223,-4.68641901,-4.710785389,0.748671234,-5.901260852999999,-3.2722582819999997,-0.87263149,-2.712410212,-3.771159887,covid
11,2073.045599,1921.3979760000002,4125.10376,-303.72210689999997,66.26728821,-13.15584087,-23.56047249,18.570467,-8.279063225,-15.45806503,-11.55113602,-11.63992691,-3.832793713,-6.824887276,0.254520386,1.695844889,covid
12,2378.157877,1837.9299760000001,4174.002075,-461.9284668000001,64.60335541,0.100224249,-8.108021736,7.461580753,-9.207993507000001,-14.06941605,-7.455938816000001,-3.507563829,-2.826073647,-0.055358927999999995,-0.627334714,-2.629452229,covid
13,2266.9454600000004,1764.5674420000003,4113.24056,-320.3189392,73.55955505,-29.05811691,-26.06049347,6.51392746,-6.290836811,-10.21731377,-11.59835434,-7.6203341479999995,-2.460366964,-4.046988487,-1.5402253869999998,-1.310073256,covid
14,2385.2033260000003,1833.001714,4335.949707,-292.06271360000005,69.57894897,-33.95558548,-23.11061859,0.089369491,-5.161098957,-13.55015945,-14.89660454,-0.853634,-1.669282675,-4.285761356,-2.12614727,-4.536326885,covid
15,1715.378638,1905.5179739999999,3689.5305350000003,-463.2567749,47.23523712,-1.711265326,6.720355511,0.8852474090000001,-1.5737336869999998,-2.645979404,-3.2461855410000005,-3.839523077,-0.27939552100000004,0.7354230279999999,-0.7673752309999999,0.09758845699999999,covid
16,1953.875884,1841.229434,4010.060628,-400.5546875,82.68526459,-15.98118782,-26.55391884,1.399505854,-1.597814441,-4.737539291,-10.23389816,-5.952578545,-1.973991632,-3.943994045,-4.573736191,-3.6105809210000004,covid
17,1909.6967530000002,1886.2066149999998,3996.4029950000004,-450.2633057,61.5644989,-5.516103745,-9.314869881,0.212026775,-7.696957587999999,-9.54076004,-7.999576568999999,-6.58928299,-4.447252273999999,-1.923672199,-3.456446648,-1.836562037,covid
18,2434.4535690000002,2470.1801960000003,5392.272949,-361.21887210000006,96.15544891,-13.51267338,-14.03256226,21.03529549,-7.518304825,-6.764609814,-2.0479600430000002,-7.0651698110000005,-1.5389232640000001,2.696646929,-0.032978058,0.33570322399999997,covid
19,2756.662871,1939.6219600000002,4879.091724,-455.4429932,38.41777039,-61.26556778,-10.23731899,22.30879021,4.255664825,-13.79768276,-13.48420525,-6.390058993999999,-3.085097551,-1.623963952,0.529410005,0.35866251600000004,covid
20,2583.166934,2139.571025,4960.213215999999,-341.66900630000004,48.31515121,-20.56740761,-16.14284706,26.60390663,-15.43526649,-13.20374107,-12.16137028,-14.83526802,-2.128056049,-3.126147747,2.321200848,0.107692063,covid
21,1912.8416780000002,1714.528655,3665.354919,-290.7295837,99.88436127,-21.74925232,-10.96287632,18.95010185,-6.993889332,-10.39994049,-4.604338646,-11.98705578,-3.803959846,-1.823115826,-1.832371354,-2.629971266,covid
22,2175.5081760000003,1985.340537,4341.133626,-440.5820313,40.79979706,-6.74805069,-22.17736816,-3.095907927,-5.134473324,-5.00158453,-5.801293372999999,-3.0046579839999996,-0.975257754,-1.8483273980000001,-1.539568305,-1.560904026,covid
23,3509.4897909999995,2784.7246010000003,6721.549479,-380.5923767,43.96115112,-21.00277138,-14.66915798,-6.307584286,-25.73493385,-9.932127953,-6.426995754,0.399390191,-2.855156898,-0.602093399,1.303945184,0.402820975,not_covid
24,1526.359728,1282.259523,2386.895752,-304.40472410000007,133.2972565,-70.99810028,-17.73236275,-5.905378342000001,-8.076849937,-14.75041676,4.25097084,-12.20599842,0.253203511,-4.609901905,1.435115695,0.719584405,not_covid
25,2760.735927,2606.7910269999998,5586.47054,-193.18154909999998,54.29738235,-7.362637997,8.729895592,6.05327177,4.111278533999999,2.342387915,7.12776804,3.233330965,4.332597733,2.021167517,0.032317832000000005,1.49542439,not_covid
26,3668.663865,3029.8871670000003,7403.035481999999,-457.4445496,53.76470184,2.9541394710000004,1.005381107,16.29602242,3.595787048,3.4742589,1.67626524,-4.208646774,-6.334466934,4.802197933,-0.08759030699999999,0.282865494,not_covid
27,2054.374385,2254.695326,4537.075806,-185.7207947,117.29254909999999,-5.195735455,-19.37630653,10.55703354,9.12989521,1.6044605969999999,8.234793663,-0.897908151,-1.8818547730000001,-0.882469058,0.967068017,1.68360734,not_covid
28,1956.219585,1874.8662969999998,3531.445313,-202.1298523,81.03450775,-57.60246277,-29.78615952,-12.45351124,-11.21117687,1.788004875,-2.097646713,3.606807232,-4.329806805,5.024445056999999,-2.173443079,0.99334234,not_covid
29,3233.052293,2889.719966,6784.254964,-419.20507810000004,66.34024811,-4.05352211,-12.32353973,-1.048404455,-24.39359093,1.973421216,-14.370368,-12.09454346,2.406857014,-0.387890697,-2.31058073,-4.4061961169999995,not_covid
30,2454.1872670000002,1973.008894,4241.293335,-234.90447999999998,79.55067444,-53.64713669,10.99892712,5.229691029,13.11908531,3.16972518,11.31572151,0.511362016,2.048519611,0.006163526,0.402298957,-0.877756238,not_covid
31,2446.901246,2840.7872829999997,5940.721639,-496.1286926,81.61753082,17.58350945,-8.162028312999999,13.40291309,0.882455468,1.959716082,3.752501011,-0.35321962799999995,-5.469229221,6.7779889110000004,-0.037710764,-7.74422884,not_covid
32,2194.446152,2214.0900260000003,4194.1396079999995,-228.17126459999997,76.31012726,7.804168701,-6.938716412000001,-8.786756516,-8.04855442,-3.940830946,-6.247620583,-2.9779338839999996,0.12453969599999999,-0.953218937,0.979584098,1.449744344,not_covid
33,2136.8410870000002,2373.170802,4689.004517,-250.9415131,97.70386505,-0.071325235,-3.8168897630000003,5.16159296,-0.08604826800000001,10.31726933,8.851666451,-2.102512836,6.627698897999999,-0.675526202,1.834600925,0.46653115700000003,not_covid
34,2358.208517,2759.8252350000002,5648.2289630000005,-356.162262,95.73053741,15.42177677,7.789378642999999,2.05471158,7.327680588,0.5781878229999999,0.9306665059999999,-1.332067728,-0.347781003,-1.3872655630000001,0.39925038799999996,-0.93282634,not_covid
35,1524.040531,989.8332163999999,2479.907227,-156.6860504,156.3040314,-89.40658569,13.55233002,-32.60574722,-6.939074516,-13.05232525,-6.6403026579999995,-11.03953743,-4.1930031780000006,-2.422781229,2.7417614460000004,-2.73333621,not_covid
36,4758.135833,2732.200131,7728.525798000001,-171.5759583,3.5349054339999997,6.641980171,-5.926914692,1.558844686,8.836057663,-0.612845898,-7.177852154,-4.791194439,-0.741323948,-0.9796520470000001,1.253022909,-1.20251739,not_covid
37,2612.256186,2760.51917,5789.640299000001,-354.5122986,64.30206299,3.0137143139999996,0.075824879,4.487957954,5.8554172520000005,0.8774542809999999,-0.679430366,-0.47222688799999996,2.927963257,-0.010345194,0.36721015,0.368416965,not_covid
38,1232.4985900000001,1179.593918,2502.18811,-387.5211182,93.14995575,-1.404616714,16.68875504,-13.41231251,4.117827415,1.3866209980000002,-1.610420704,0.92399025,0.03374071,0.009036029000000001,-0.055772707000000005,-1.046807885,not_covid
39,3281.025756,2693.061051,6281.913249,-325.8786926,48.86345673,-25.69501495,-16.94680405,-12.03721523,-19.87655067,-2.784968615,-5.241445065,-4.76844883,-2.088615656,-1.90910089,-1.556325316,-0.314216018,not_covid
40,1389.6746369999998,1237.041005,2947.00826,-340.36157230000003,149.0190125,-51.05485916,24.89003181,-18.58034706,6.326106547999999,-3.694062948,-8.894458771,3.156445026,1.072221041,0.93457979,0.108951218,-1.24824667,not_covid
41,2142.750787,1969.371745,4559.406535,-114.3811874,109.4351273,-42.72577667,-32.86989212,27.51580048,11.50167084,-8.067891121,-11.05760098,3.596486807,3.746429205,3.7590768339999996,1.639230371,0.129876882,not_covid
42,3328.721079,2605.825378,6177.487183,-350.82882689999997,43.19164658,-18.35630608,-14.48153877,-6.6302142139999996,0.512254357,-1.035142303,-5.570047379,-3.289248943,2.7343816760000004,-1.03868413,-2.442579985,0.5009101029999999,not_covid
43,3692.741736,3065.321997,7651.464844,-515.5197143999999,7.931118487999999,-7.65088129,-1.774749041,-3.747826576,-7.538886547000001,1.530359745,0.097681329,0.578573704,2.057574272,1.415810704,0.49317601299999997,0.9868132470000001,not_covid
44,2654.259085,2633.7375629999997,5627.094523,-515.0594482,74.74021912,0.495091885,18.15175056,11.28610802,-6.702816486000001,1.455690503,5.354941845,-5.320182323,0.57168889,2.769619465,-0.8979068990000001,-1.789248586,not_covid
45,2468.037657,2333.799793,4950.094604,-286.6290283,75.9391098,-23.31753159,-27.61882591,-11.22818375,-9.168497086,-10.70116711,-5.949688911,-1.248555541,-0.29980728,-2.999171734,-0.703170538,-3.27771306,not_covid
46,2293.475325,2375.801055,4855.438232,-207.1575165,94.86842346,-18.58927727,-8.7519207,-1.699963331,-12.62507439,2.21583581,0.424628228,-7.078571796,-1.209182978,-3.478044033,-0.80161202,-1.259356618,not_covid
47,2563.196838,2679.712956,5491.0166420000005,-289.04907230000003,70.30587006,-4.60723114,27.45362091,14.51577282,14.42473888,3.6954214569999997,0.9158928390000001,-1.373608947,0.611335218,-0.517231226,-1.783789635,-0.582090497,not_covid
48,2720.176377,2465.556088,5318.900553,-315.4739075,74.88441467,-32.14883041,-11.39525032,-7.054567813999999,0.738827169,-10.06707859,-7.069020748,-4.19507885,-2.328918457,-2.6976780889999996,-1.4067593809999999,3.481302261,not_covid
49,1389.610402,1455.153793,2822.743734,-489.43298339999996,76.97901917,-12.54996586,10.51049995,-2.8928895,4.1072015760000005,3.4476351739999997,1.167774796,4.730962753,2.147839785,-2.278880596,0.338454783,-0.924999475,not_covid
50,2396.8731629999997,1850.764752,4350.006104,-369.537384,70.14351654,-48.43893433,-5.667545318999999,6.251541615,-1.520153046,-2.33833909,-5.789984702999999,1.181238055,4.1001119610000005,3.459141493,3.227295399,2.42490077,not_covid
51,1896.584377,1807.4552449999999,3812.523397,-192.5391998,49.99107361,-5.3834204670000005,-0.882336736,7.914915085,7.5682239529999995,6.350680351,2.3700969219999997,-4.729477406,1.303264618,0.436048776,0.162357301,1.48216188,not_covid
52,2546.3653879999997,2722.760741,5742.985025999999,-162.7445374,67.27061462,-8.856553078,23.65721321,3.8569417,24.73280144,-6.254649639,5.000110626000001,-1.793548584,-8.766904831,-6.281304359,-7.907280922000001,-1.754222155,not_covid
